id	Y	cap-shape	cap-surface	cap-color	bruises	odor	gill-attachment	gill-spacing	gill-size	gill-color	stalk-shape	stalk-root	stalk-surface-above-ring	stalk-surface-below-ring	stalk-color-above-ring	stalk-color-below-ring	veil-type	veil-color	ring-number	ring-type	spore-print-color	population	habitat
585	e	x	f	g	f	n	f	w	b	p	e	?	s	k	w	w	p	w	t	p	w	s	g
586	e	f	s	n	f	n	a	c	b	n	e	?	s	s	o	o	p	o	o	p	o	c	l
588	e	f	s	n	f	n	f	w	b	h	t	e	s	s	w	w	p	w	o	e	k	a	g
589	e	b	s	n	f	n	a	c	b	o	e	?	s	s	o	o	p	o	o	p	n	v	l
590	e	f	s	w	f	n	f	w	b	k	t	e	f	f	w	w	p	w	o	e	k	s	g
591	e	k	y	p	t	n	f	c	b	e	e	?	s	s	w	w	p	w	t	e	w	c	w
592	e	x	f	n	t	n	f	c	b	u	t	b	s	s	w	g	p	w	o	p	n	y	d
594	p	b	y	b	t	n	f	c	b	r	e	b	s	s	w	w	p	w	t	p	r	v	m
595	p	x	s	p	f	c	f	c	n	n	e	b	s	s	w	w	p	w	o	p	n	v	d
600	e	b	s	n	f	n	a	c	b	y	e	?	s	s	o	o	p	o	o	p	n	v	l
602	e	x	s	w	f	n	f	w	b	h	t	e	s	f	w	w	p	w	o	e	k	s	g
603	p	f	y	n	f	y	f	c	n	b	t	?	s	k	p	p	p	w	o	e	w	v	d
604	p	x	y	y	f	f	f	c	b	p	e	b	k	k	b	n	p	w	o	l	h	v	g
605	e	f	y	g	t	n	f	c	b	u	t	b	s	s	w	g	p	w	o	p	k	y	d
606	p	k	s	n	f	s	f	c	n	b	t	?	k	k	w	w	p	w	o	e	w	v	l
609	p	x	y	y	f	f	f	c	b	h	e	b	k	k	b	n	p	w	o	l	h	y	g
610	p	f	s	b	t	f	f	c	b	w	t	b	s	f	w	w	p	w	o	p	h	v	g
611	e	x	y	n	t	a	f	c	b	p	e	r	s	y	w	w	p	w	o	p	k	s	p
612	e	f	y	g	t	n	f	c	b	n	t	b	s	s	g	g	p	w	o	p	k	y	d
614	p	f	s	b	t	f	f	c	b	h	t	b	f	f	w	w	p	w	o	p	h	s	g
615	p	f	y	n	f	y	f	c	n	b	t	?	k	k	p	p	p	w	o	e	w	v	p
617	p	x	s	b	t	f	f	c	b	p	t	b	s	f	w	w	p	w	o	p	h	v	u
618	p	k	s	n	f	y	f	c	n	b	t	?	s	s	w	p	p	w	o	e	w	v	p
622	p	x	y	n	f	s	f	c	n	b	t	?	s	s	p	p	p	w	o	e	w	v	p
623	e	b	s	y	t	a	f	c	b	n	e	c	s	s	w	w	p	w	o	p	n	s	m
625	e	f	f	g	t	n	f	c	b	n	t	b	s	s	g	g	p	w	o	p	k	v	d
626	p	x	s	g	f	c	f	w	n	n	e	b	s	s	w	w	p	w	o	p	k	s	d
627	e	x	s	w	f	n	f	w	b	g	e	?	s	k	w	w	p	w	t	p	w	s	g
631	e	f	y	y	t	l	f	c	b	p	e	r	s	y	w	w	p	w	o	p	k	s	g
632	e	f	s	w	f	n	f	w	b	k	t	e	f	s	w	w	p	w	o	e	n	s	g
637	e	x	f	n	t	n	f	c	b	u	t	b	s	s	p	w	p	w	o	p	k	y	d
638	p	x	s	e	f	y	f	c	n	b	t	?	s	k	w	w	p	w	o	e	w	v	p
640	p	f	s	b	t	n	f	c	b	r	e	b	s	s	w	w	p	w	t	p	r	v	m
644	p	f	y	g	f	f	f	c	b	g	e	b	k	k	n	n	p	w	o	l	h	y	p
645	e	x	y	g	t	n	f	c	b	w	t	b	s	s	g	w	p	w	o	p	n	y	d
647	p	f	s	n	f	y	f	c	n	b	t	?	s	k	p	w	p	w	o	e	w	v	l
650	e	f	y	y	t	l	f	c	b	w	e	r	s	y	w	w	p	w	o	p	k	s	p
652	e	f	y	g	t	n	f	c	b	p	t	b	s	s	g	g	p	w	o	p	k	v	d
653	e	f	s	w	f	n	f	w	b	k	t	e	s	s	w	w	p	w	o	e	n	s	g
654	p	f	y	n	f	s	f	c	n	b	t	?	s	k	p	p	p	w	o	e	w	v	d
656	p	x	y	e	f	y	f	c	n	b	t	?	s	s	p	w	p	w	o	e	w	v	d
657	p	x	s	g	t	f	f	c	b	w	t	b	s	s	w	w	p	w	o	p	h	v	u
659	e	f	y	e	t	n	f	c	b	n	t	b	s	s	g	g	p	w	o	p	n	v	d
662	e	x	s	w	f	n	f	w	b	h	t	e	f	s	w	w	p	w	o	e	n	a	g
663	p	x	y	n	f	s	f	c	n	b	t	?	s	k	w	w	p	w	o	e	w	v	d
664	e	x	f	g	f	n	f	w	b	h	t	e	f	f	w	w	p	w	o	e	n	a	g
665	e	f	y	g	t	n	f	c	b	p	t	b	s	s	w	p	p	w	o	p	k	v	d
670	e	f	y	p	t	n	f	c	b	e	e	?	s	s	w	e	p	w	t	e	w	c	w
671	e	x	s	p	t	n	f	c	b	w	e	b	s	s	w	w	p	w	t	p	w	y	p
672	e	b	y	w	t	a	f	c	b	w	e	c	s	s	w	w	p	w	o	p	n	s	m
673	p	x	y	g	f	f	f	c	b	p	e	b	k	k	p	n	p	w	o	l	h	v	d
674	p	f	f	y	f	f	f	c	b	g	e	b	k	k	b	p	p	w	o	l	h	v	g
676	e	x	s	g	f	n	f	w	b	h	t	e	f	f	w	w	p	w	o	e	k	s	g
677	p	x	s	g	f	c	f	c	n	u	e	b	s	s	w	w	p	w	o	p	k	v	d
679	p	f	s	e	f	y	f	c	n	b	t	?	s	k	w	p	p	w	o	e	w	v	p
680	p	b	s	w	t	n	f	c	b	r	e	b	s	s	w	w	p	w	t	p	r	v	m
681	p	x	f	g	f	f	f	c	b	h	e	b	k	k	b	p	p	w	o	l	h	y	p
686	p	f	y	e	f	y	f	c	n	b	t	?	k	s	w	p	p	w	o	e	w	v	p
688	p	x	s	g	f	c	f	c	n	n	e	b	s	s	w	w	p	w	o	p	k	v	d
691	p	x	s	w	t	f	f	c	b	p	t	b	f	s	w	w	p	w	o	p	h	v	g
694	e	x	y	n	t	a	f	c	b	n	e	r	s	y	w	w	p	w	o	p	k	y	g
696	e	b	s	w	t	a	f	c	b	g	e	c	s	s	w	w	p	w	o	p	n	s	g
697	p	x	y	y	f	f	f	c	b	h	e	b	k	k	n	p	p	w	o	l	h	y	d
698	e	x	s	b	t	n	f	c	b	w	e	?	s	s	w	w	p	w	t	e	w	c	w
699	p	f	s	n	f	s	f	c	n	b	t	?	k	k	p	w	p	w	o	e	w	v	d
701	e	x	y	g	t	n	f	c	b	u	t	b	s	s	g	p	p	w	o	p	n	y	d
702	e	x	f	n	f	n	f	c	n	p	e	e	s	s	w	w	p	w	o	p	n	y	u
703	e	f	y	n	t	n	f	c	b	u	t	b	s	s	p	g	p	w	o	p	k	v	d
705	p	f	f	g	f	f	f	c	b	g	e	b	k	k	n	n	p	w	o	l	h	y	d
706	e	f	f	n	t	n	f	c	b	u	t	b	s	s	g	w	p	w	o	p	k	v	d
707	p	x	f	w	f	c	f	c	n	p	e	b	s	s	w	w	p	w	o	p	k	v	d
709	e	x	y	g	t	n	f	c	b	n	t	b	s	s	w	g	p	w	o	p	k	v	d
711	p	x	s	w	t	f	f	c	b	w	t	b	f	s	w	w	p	w	o	p	h	s	u
712	e	x	f	n	t	n	f	c	b	u	t	b	s	s	p	p	p	w	o	p	n	y	d
714	e	f	y	g	t	n	f	c	b	p	t	b	s	s	p	g	p	w	o	p	k	y	d
715	p	f	s	w	t	f	f	c	b	w	t	b	f	f	w	w	p	w	o	p	h	s	g
717	p	x	s	w	t	f	f	c	b	w	t	b	s	f	w	w	p	w	o	p	h	s	u
721	p	f	y	w	t	n	f	c	b	w	e	b	s	s	w	w	p	w	t	p	r	v	g
724	e	x	y	n	t	n	f	c	b	n	t	b	s	s	w	g	p	w	o	p	n	y	d
730	p	x	s	w	t	f	f	c	b	w	t	b	s	s	w	w	p	w	o	p	h	s	u
732	e	b	s	g	f	n	f	w	b	w	e	?	k	k	w	w	p	w	t	p	w	s	g
734	p	k	y	n	f	f	f	c	n	b	t	?	k	s	w	w	p	w	o	e	w	v	d
736	e	f	f	g	t	n	f	c	b	n	t	b	s	s	p	p	p	w	o	p	n	v	d
738	p	f	f	g	f	f	f	c	b	g	e	b	k	k	p	p	p	w	o	l	h	y	g
739	e	x	f	g	t	n	f	c	b	w	t	b	s	s	g	p	p	w	o	p	n	y	d
740	e	f	f	e	t	n	f	c	b	u	t	b	s	s	w	w	p	w	o	p	k	y	d
741	e	b	f	w	f	n	f	w	b	w	e	?	s	s	w	w	p	w	t	p	w	s	g
742	p	x	y	g	f	f	f	c	b	h	e	b	k	k	b	b	p	w	o	l	h	y	d
744	p	x	s	w	f	c	f	c	n	g	e	b	s	s	w	w	p	w	o	p	k	s	d
746	p	k	y	n	f	y	f	c	n	b	t	?	k	s	w	p	p	w	o	e	w	v	d
749	p	f	f	y	f	f	f	c	b	p	e	b	k	k	n	p	p	w	o	l	h	v	g
750	p	x	y	n	f	f	f	c	n	b	t	?	k	s	w	w	p	w	o	e	w	v	d
752	p	x	f	y	f	f	f	c	b	h	e	b	k	k	n	p	p	w	o	l	h	y	d
753	e	x	f	g	f	n	f	w	b	w	e	?	s	s	w	w	p	w	t	p	w	n	g
754	e	f	f	n	t	n	f	c	b	u	t	b	s	s	p	w	p	w	o	p	k	y	d
755	e	f	s	g	f	n	f	w	b	p	t	e	s	s	w	w	p	w	o	e	k	a	g
756	e	f	f	g	t	n	f	c	b	u	t	b	s	s	w	p	p	w	o	p	n	v	d
757	e	x	s	w	t	a	f	w	n	w	t	b	s	s	w	w	p	w	o	p	u	v	d
759	p	x	f	g	f	f	f	c	b	h	e	b	k	k	b	p	p	w	o	l	h	y	d
761	p	x	y	n	f	y	f	c	n	b	t	?	k	k	p	p	p	w	o	e	w	v	p
762	p	x	y	y	f	f	f	c	b	p	e	b	k	k	p	p	p	w	o	l	h	y	d
764	p	x	f	g	f	f	f	c	b	g	e	b	k	k	n	n	p	w	o	l	h	y	p
765	p	f	y	y	f	f	f	c	b	g	e	b	k	k	p	n	p	w	o	l	h	y	p
766	e	x	f	n	t	n	f	c	b	w	t	b	s	s	p	p	p	w	o	p	n	v	d
767	e	f	y	e	t	n	f	c	b	u	t	b	s	s	p	p	p	w	o	p	k	y	d
769	p	k	s	n	f	f	f	c	n	b	t	?	k	k	w	w	p	w	o	e	w	v	d
770	e	x	f	n	f	n	f	w	b	n	t	e	s	s	w	w	p	w	o	e	n	s	g
772	e	f	y	g	t	n	f	c	b	w	t	b	s	s	g	g	p	w	o	p	k	v	d
774	p	f	y	n	f	f	f	c	n	b	t	?	k	s	p	p	p	w	o	e	w	v	p
777	e	f	y	g	t	n	f	c	b	p	t	b	s	s	g	w	p	w	o	p	k	v	d
778	p	k	y	e	f	f	f	c	n	b	t	?	k	s	w	w	p	w	o	e	w	v	d
781	e	x	s	w	f	n	f	w	b	h	t	e	f	f	w	w	p	w	o	e	n	s	g
782	p	k	s	e	f	f	f	c	n	b	t	?	k	k	p	p	p	w	o	e	w	v	p
784	p	f	y	w	t	p	f	c	n	k	e	e	s	s	w	w	p	w	o	p	n	v	u
785	p	x	s	e	f	f	f	c	n	b	t	?	s	s	p	w	p	w	o	e	w	v	d
786	e	x	y	w	t	a	f	c	b	w	e	c	s	s	w	w	p	w	o	p	k	n	m
787	p	x	y	e	f	m	a	c	b	w	e	c	k	y	c	c	p	w	n	n	w	c	d
790	p	f	s	n	f	s	f	c	n	b	t	?	s	s	p	w	p	w	o	e	w	v	d
791	e	k	s	w	f	n	f	w	b	w	e	?	k	k	w	w	p	w	t	p	w	n	g
795	p	x	y	e	f	f	f	c	n	b	t	?	k	s	w	p	p	w	o	e	w	v	l
796	e	f	f	n	f	n	f	c	n	p	e	e	s	s	w	w	p	w	o	p	k	y	u
797	p	x	f	w	f	c	f	w	n	g	e	b	s	s	w	w	p	w	o	p	n	v	d
798	e	f	y	e	t	n	f	c	b	u	t	b	s	s	w	w	p	w	o	p	n	v	d
801	e	x	f	n	f	n	f	c	n	n	e	e	s	s	w	w	p	w	o	p	k	y	u
802	e	x	f	n	t	n	f	c	b	w	t	b	s	s	w	g	p	w	o	p	n	v	d
804	p	k	y	n	f	f	f	c	n	b	t	?	k	s	p	p	p	w	o	e	w	v	d
805	p	f	y	y	f	f	f	c	b	p	e	b	k	k	n	b	p	w	o	l	h	v	d
807	e	x	s	w	f	n	f	w	b	h	t	e	s	f	w	w	p	w	o	e	k	a	g
808	e	f	f	e	t	n	f	c	b	u	t	b	s	s	p	g	p	w	o	p	n	v	d
809	e	x	y	y	t	a	f	c	b	w	e	c	s	s	w	w	p	w	o	p	n	s	m
810	p	x	y	e	f	y	f	c	n	b	t	?	k	k	p	w	p	w	o	e	w	v	d
814	e	f	f	n	t	n	f	c	b	p	t	b	s	s	w	w	p	w	o	p	k	v	d
815	e	f	f	g	t	n	f	c	b	n	t	b	s	s	g	w	p	w	o	p	k	y	d
816	e	f	s	w	f	n	f	w	b	k	t	e	f	f	w	w	p	w	o	e	n	a	g
819	p	f	s	e	f	s	f	c	n	b	t	?	s	k	p	p	p	w	o	e	w	v	d
820	p	x	y	y	f	f	f	c	b	p	e	b	k	k	n	b	p	w	o	l	h	y	d
821	p	x	y	n	f	f	f	c	n	b	t	?	k	k	w	p	p	w	o	e	w	v	p
822	e	x	f	n	t	n	f	c	b	n	t	b	s	s	p	p	p	w	o	p	k	v	d
823	e	f	f	g	t	n	f	c	b	u	t	b	s	s	w	p	p	w	o	p	k	v	d
824	p	x	f	y	f	f	f	c	b	g	e	b	k	k	p	p	p	w	o	l	h	y	p
827	p	x	s	g	t	f	f	c	b	p	t	b	s	s	w	w	p	w	o	p	h	s	g
830	e	f	f	g	t	n	f	c	b	u	t	b	s	s	p	g	p	w	o	p	n	v	d
833	e	f	f	g	f	n	f	w	b	p	t	e	s	f	w	w	p	w	o	e	n	s	g
835	e	x	s	n	f	n	a	c	b	y	e	?	s	s	o	o	p	n	o	p	y	c	l
837	e	x	f	e	t	n	f	c	b	w	t	b	s	s	g	p	p	w	o	p	k	v	d
838	p	f	s	w	t	f	f	c	b	p	t	b	f	s	w	w	p	w	o	p	h	v	u
839	p	f	f	y	f	f	f	c	b	h	e	b	k	k	p	p	p	w	o	l	h	v	g
845	p	f	y	n	f	y	f	c	n	b	t	?	s	k	w	w	p	w	o	e	w	v	l
846	p	x	s	p	f	c	f	w	n	p	e	b	s	s	w	w	p	w	o	p	n	v	d
848	p	f	y	g	f	f	f	c	b	h	e	b	k	k	b	p	p	w	o	l	h	v	g
851	e	f	s	g	f	n	f	w	b	h	t	e	f	s	w	w	p	w	o	e	k	a	g
853	e	f	y	u	f	n	f	c	n	u	e	?	s	f	w	w	p	w	o	f	h	y	d
855	p	f	y	e	f	f	f	c	n	b	t	?	k	k	w	p	p	w	o	e	w	v	d
857	e	f	y	e	t	n	f	c	b	n	t	b	s	s	p	p	p	w	o	p	n	y	d
858	e	f	f	n	f	n	f	w	n	w	e	b	f	f	w	n	p	w	o	e	w	v	l
859	e	x	f	w	f	n	f	w	b	p	t	e	f	s	w	w	p	w	o	e	n	a	g
860	e	s	f	n	f	n	f	c	n	g	e	e	s	s	w	w	p	w	o	p	k	v	u
869	e	f	f	e	t	n	f	c	b	u	t	b	s	s	w	p	p	w	o	p	n	y	d
870	e	x	y	g	t	n	f	c	b	p	t	b	s	s	g	p	p	w	o	p	n	y	d
876	e	x	f	e	t	n	f	c	b	w	t	b	s	s	p	g	p	w	o	p	k	v	d
877	p	x	s	w	t	p	f	c	n	p	e	e	s	s	w	w	p	w	o	p	n	s	u
879	e	b	s	w	f	n	f	w	b	p	e	?	k	s	w	w	p	w	t	p	w	n	g
881	e	f	y	e	t	n	f	c	b	w	t	b	s	s	w	g	p	w	o	p	k	v	d
884	p	f	y	y	f	f	f	c	b	g	e	b	k	k	b	b	p	w	o	l	h	v	p
885	e	x	s	g	f	n	f	w	b	p	t	e	f	s	w	w	p	w	o	e	k	a	g
886	p	x	y	n	f	f	f	c	n	b	t	?	k	k	p	w	p	w	o	e	w	v	d
887	e	b	f	w	f	n	f	w	b	p	e	?	s	k	w	w	p	w	t	p	w	n	g
889	p	x	y	n	t	p	f	c	n	w	e	e	s	s	w	w	p	w	o	p	n	s	u
894	e	k	s	n	f	n	a	c	b	o	e	?	s	s	o	o	p	o	o	p	y	v	l
897	e	x	f	n	f	n	f	w	b	n	t	e	f	f	w	w	p	w	o	e	k	s	g
901	e	f	f	n	t	n	f	c	b	n	t	b	s	s	g	w	p	w	o	p	n	y	d
902	p	f	y	n	t	p	f	c	n	k	e	e	s	s	w	w	p	w	o	p	n	v	u
903	e	x	s	n	f	n	a	c	b	n	e	?	s	s	o	o	p	n	o	p	y	v	l
904	e	f	y	e	t	n	f	c	b	p	t	b	s	s	p	p	p	w	o	p	k	v	d
905	e	x	y	e	t	n	f	c	b	w	t	b	s	s	w	g	p	w	o	p	k	y	d
907	p	x	s	w	t	f	f	c	b	w	t	b	f	f	w	w	p	w	o	p	h	v	g
908	e	x	s	p	t	n	f	c	b	w	e	?	s	s	e	w	p	w	t	e	w	c	w
909	e	x	f	g	t	n	f	c	b	p	t	b	s	s	g	w	p	w	o	p	n	y	d
911	p	x	f	g	f	f	f	c	b	p	e	b	k	k	p	b	p	w	o	l	h	v	p
915	e	x	y	w	t	l	f	c	b	w	e	c	s	s	w	w	p	w	o	p	n	n	g
919	e	b	y	w	t	a	f	c	b	g	e	c	s	s	w	w	p	w	o	p	n	s	g
920	e	x	y	e	t	n	f	c	b	n	t	b	s	s	p	w	p	w	o	p	k	y	d
922	e	f	f	n	f	n	f	w	b	h	t	e	s	f	w	w	p	w	o	e	k	a	g
924	p	f	y	e	f	y	f	c	n	b	t	?	s	k	w	w	p	w	o	e	w	v	l
926	p	x	y	n	t	p	f	c	n	p	e	e	s	s	w	w	p	w	o	p	n	v	g
928	p	x	s	e	f	f	f	c	n	b	t	?	s	s	w	p	p	w	o	e	w	v	l
929	p	x	y	e	f	f	f	c	n	b	t	?	k	s	p	w	p	w	o	e	w	v	l
931	e	f	y	e	t	n	f	c	b	p	t	b	s	s	p	w	p	w	o	p	n	v	d
932	p	x	s	e	f	s	f	c	n	b	t	?	k	s	p	p	p	w	o	e	w	v	d
934	p	f	f	y	f	f	f	c	b	g	e	b	k	k	b	b	p	w	o	l	h	y	p
935	p	f	s	n	f	s	f	c	n	b	t	?	k	s	w	w	p	w	o	e	w	v	p
936	e	x	y	n	t	n	f	c	b	p	t	b	s	s	p	p	p	w	o	p	n	y	d
937	p	x	y	n	f	s	f	c	n	b	t	?	s	k	p	p	p	w	o	e	w	v	l
940	p	x	s	b	t	f	f	c	b	p	t	b	s	f	w	w	p	w	o	p	h	s	u
941	p	k	s	e	f	y	f	c	n	b	t	?	k	s	p	w	p	w	o	e	w	v	l
943	p	x	s	g	t	f	f	c	b	w	t	b	f	f	w	w	p	w	o	p	h	v	g
945	e	b	s	w	t	l	f	c	b	w	e	c	s	s	w	w	p	w	o	p	n	s	m
946	e	x	y	n	t	n	f	c	b	w	t	b	s	s	g	w	p	w	o	p	n	y	d
947	p	f	f	y	f	f	f	c	b	p	e	b	k	k	p	n	p	w	o	l	h	v	d
948	p	f	f	g	f	f	f	c	b	g	e	b	k	k	b	b	p	w	o	l	h	v	p
950	e	x	y	y	t	a	f	c	b	n	e	r	s	y	w	w	p	w	o	p	k	y	g
952	e	x	s	w	t	l	f	c	b	k	e	c	s	s	w	w	p	w	o	p	n	s	g
954	p	x	y	g	f	f	f	c	b	g	e	b	k	k	n	p	p	w	o	l	h	y	d
956	p	x	s	w	t	p	f	c	n	n	e	e	s	s	w	w	p	w	o	p	n	v	g
957	e	b	s	w	t	l	f	c	b	g	e	c	s	s	w	w	p	w	o	p	k	n	g
959	e	x	y	e	t	n	f	c	b	p	t	b	s	s	w	p	p	w	o	p	n	y	d
960	p	k	s	n	f	f	f	c	n	b	t	?	k	k	p	w	p	w	o	e	w	v	l
961	p	x	f	g	f	c	f	w	n	u	e	b	s	s	w	w	p	w	o	p	k	s	d
964	p	x	y	g	f	f	f	c	b	h	e	b	k	k	p	n	p	w	o	l	h	y	g
966	p	k	y	n	f	y	f	c	n	b	t	?	s	s	p	w	p	w	o	e	w	v	l
967	e	f	s	n	f	n	f	w	b	k	t	e	s	s	w	w	p	w	o	e	n	a	g
968	p	k	s	e	f	y	f	c	n	b	t	?	s	k	w	w	p	w	o	e	w	v	p
969	e	f	y	n	t	n	f	c	b	n	t	b	s	s	p	g	p	w	o	p	n	y	d
970	p	x	y	n	f	f	f	c	n	b	t	?	s	k	w	w	p	w	o	e	w	v	l
972	p	f	y	g	f	f	f	c	b	p	e	b	k	k	p	n	p	w	o	l	h	y	g
973	e	x	f	n	t	n	f	c	b	w	t	b	s	s	w	w	p	w	o	p	n	v	d
974	p	x	s	w	f	c	f	c	n	n	e	b	s	s	w	w	p	w	o	p	n	v	d
975	e	f	s	w	f	n	f	w	b	h	t	e	f	s	w	w	p	w	o	e	n	a	g
981	p	k	s	e	f	f	f	c	n	b	t	?	s	k	p	w	p	w	o	e	w	v	p
986	e	f	y	e	t	n	f	c	b	w	t	b	s	s	p	g	p	w	o	p	k	y	d
988	e	f	s	n	t	n	f	c	b	w	e	?	s	s	e	e	p	w	t	e	w	c	w
997	e	x	f	e	t	n	f	c	b	u	t	b	s	s	p	g	p	w	o	p	k	v	d
998	e	x	f	g	f	n	f	w	b	h	t	e	s	s	w	w	p	w	o	e	n	s	g
999	p	x	s	e	f	y	f	c	n	b	t	?	k	k	w	p	p	w	o	e	w	v	d
1000	p	x	s	g	f	c	f	w	n	g	e	b	s	s	w	w	p	w	o	p	k	v	d
1004	p	x	s	g	f	c	f	c	n	u	e	b	s	s	w	w	p	w	o	p	n	v	d
1006	p	x	y	y	f	f	f	c	b	h	e	b	k	k	b	n	p	w	o	l	h	v	d
1007	p	k	s	e	f	y	f	c	n	b	t	?	k	s	w	p	p	w	o	e	w	v	l
1009	e	x	y	e	t	n	f	c	b	p	t	b	s	s	p	w	p	w	o	p	n	v	d
1010	p	x	s	b	t	f	f	c	b	w	t	b	s	s	w	w	p	w	o	p	h	v	g
1015	e	f	y	n	t	n	f	c	b	n	t	b	s	s	g	p	p	w	o	p	k	v	d
1016	p	k	y	e	f	y	f	c	n	b	t	?	s	k	p	p	p	w	o	e	w	v	p
1017	e	f	f	n	t	n	f	c	b	n	t	b	s	s	g	g	p	w	o	p	n	v	d
1018	p	f	y	y	f	f	f	c	b	p	e	b	k	k	b	p	p	w	o	l	h	y	d
1020	e	k	y	p	t	n	f	c	b	e	e	?	s	s	e	e	p	w	t	e	w	c	w
1023	e	x	f	e	t	n	f	c	b	n	t	b	s	s	g	w	p	w	o	p	k	y	d
1024	e	f	f	n	t	n	f	c	b	n	t	b	s	s	g	w	p	w	o	p	n	v	d
1025	e	x	s	w	t	a	f	w	n	n	t	b	s	s	w	w	p	w	o	p	u	v	d
1026	p	f	y	n	f	m	a	c	b	w	e	c	k	y	c	c	p	w	n	n	w	c	d
1028	p	x	s	b	t	f	f	c	b	w	t	b	s	s	w	w	p	w	o	p	h	s	u
1030	e	x	y	r	f	n	f	c	n	p	e	?	s	f	w	w	p	w	o	f	h	v	d
1032	p	k	y	n	f	s	f	c	n	b	t	?	k	s	w	p	p	w	o	e	w	v	p
1033	p	f	s	n	f	y	f	c	n	b	t	?	k	s	w	p	p	w	o	e	w	v	p
1038	p	x	y	g	f	f	f	c	b	h	e	b	k	k	b	n	p	w	o	l	h	y	g
1039	p	f	s	b	t	n	f	c	b	r	e	b	s	s	w	w	p	w	t	p	r	v	g
1040	p	f	s	g	t	f	f	c	b	p	t	b	s	s	w	w	p	w	o	p	h	v	u
1048	e	x	y	g	t	n	f	c	b	n	t	b	s	s	w	w	p	w	o	p	k	y	d
1052	p	f	s	n	f	y	f	c	n	b	t	?	s	k	w	p	p	w	o	e	w	v	l
1053	e	x	y	e	t	n	f	c	b	p	t	b	s	s	p	w	p	w	o	p	k	v	d
1054	p	x	y	y	f	f	f	c	b	g	e	b	k	k	n	b	p	w	o	l	h	v	g
1055	e	x	f	g	f	n	f	w	b	g	e	?	k	s	w	w	p	w	t	p	w	s	g
1056	e	x	s	e	t	n	f	c	b	e	e	?	s	s	e	e	p	w	t	e	w	c	w
1057	p	f	f	y	f	f	f	c	b	p	e	b	k	k	b	b	p	w	o	l	h	y	g
1059	p	x	y	g	f	f	f	c	b	h	e	b	k	k	p	b	p	w	o	l	h	y	g
1062	p	f	y	w	t	p	f	c	n	p	e	e	s	s	w	w	p	w	o	p	n	s	g
1064	e	f	y	e	t	n	f	c	b	w	t	b	s	s	p	w	p	w	o	p	n	v	d
1068	e	k	s	n	f	n	a	c	b	y	e	?	s	s	o	o	p	o	o	p	y	v	l
1071	e	x	y	r	f	n	f	c	n	p	e	?	s	f	w	w	p	w	o	f	h	y	d
1072	p	x	s	e	f	f	f	c	n	b	t	?	k	k	w	p	p	w	o	e	w	v	p
1074	e	x	s	n	f	n	f	w	b	n	t	e	f	f	w	w	p	w	o	e	k	s	g
1076	p	k	s	n	f	s	f	c	n	b	t	?	k	k	w	p	p	w	o	e	w	v	d
1077	p	x	f	g	f	f	f	c	b	h	e	b	k	k	p	p	p	w	o	l	h	y	p
1078	p	x	f	y	f	f	f	c	b	p	e	b	k	k	n	b	p	w	o	l	h	v	g
1079	e	k	y	b	t	n	f	c	b	w	e	?	s	s	w	e	p	w	t	e	w	c	w
1080	e	f	y	n	t	n	f	c	b	p	t	b	s	s	g	g	p	w	o	p	n	y	d
1088	e	f	y	g	t	n	f	c	b	n	t	b	s	s	w	g	p	w	o	p	n	v	d
1090	e	b	s	n	f	n	a	c	b	y	e	?	s	s	o	o	p	n	o	p	n	v	l
1092	e	f	y	u	f	n	f	c	n	u	e	?	s	f	w	w	p	w	o	f	h	v	d
1093	e	f	f	g	t	n	f	c	b	n	t	b	s	s	w	p	p	w	o	p	n	v	d
1094	p	x	f	g	f	f	f	c	b	g	e	b	k	k	b	n	p	w	o	l	h	y	d
1097	e	f	y	n	t	n	f	c	b	w	t	b	s	s	w	w	p	w	o	p	k	y	d
1099	e	f	f	g	f	n	f	w	b	p	t	e	f	s	w	w	p	w	o	e	k	a	g
1100	p	x	s	w	t	f	f	c	b	p	t	b	f	s	w	w	p	w	o	p	h	s	g
1101	e	x	f	e	t	n	f	c	b	p	t	b	s	s	p	w	p	w	o	p	n	y	d
1102	p	f	y	g	f	f	f	c	b	p	e	b	k	k	n	n	p	w	o	l	h	y	d
1105	p	k	s	n	f	s	f	c	n	b	t	?	k	s	w	p	p	w	o	e	w	v	l
1107	p	f	y	y	f	f	f	c	b	p	e	b	k	k	b	b	p	w	o	l	h	y	g
1110	e	f	f	g	f	n	f	w	b	h	t	e	f	s	w	w	p	w	o	e	n	s	g
1111	p	f	f	y	f	f	f	c	b	h	e	b	k	k	p	n	p	w	o	l	h	v	p
1113	p	x	f	g	f	f	f	c	b	g	e	b	k	k	n	n	p	w	o	l	h	y	g
1117	e	f	y	n	t	n	f	c	b	e	e	?	s	s	e	w	p	w	t	e	w	c	w
1124	e	x	y	w	t	a	f	c	b	g	e	c	s	s	w	w	p	w	o	p	n	n	m
1125	e	f	y	n	t	n	f	c	b	w	t	b	s	s	p	p	p	w	o	p	k	v	d
1126	e	f	f	e	t	n	f	c	b	p	t	b	s	s	g	g	p	w	o	p	n	y	d
1128	p	k	y	n	f	y	f	c	n	b	t	?	k	s	w	w	p	w	o	e	w	v	p
1130	e	x	y	n	t	a	f	c	b	w	e	r	s	y	w	w	p	w	o	p	n	y	p
1131	p	b	s	p	t	n	f	c	b	r	e	b	s	s	w	w	p	w	t	p	r	v	g
